"driverId","raceId","año","circuitId","fecha","hora","pos_en_carrera","acumulado_victorias","fecha_nac","referencia","nacionalidad","tiempo_total","tiempo_medio","num_vuelta_rapida","tiempo_mas_rapido","tiempo_medio_box","tiempo_total_box","num_veces_box","puntos_carrera","vel_vuelta_rapida","q1_ms","q2_ms","q3_ms","temperatura","precip","humedad","temp_ap","presion","lluvia","nieve","cloud_cover","cloud_cover_low","viento"
"1","1000","2018","11","2018-07-29","1","1","5","1985-01-07","hamilton","British","5836427","83377.5285714286","63","81107","21480","21480","1","25","194.454","77419","91242","95658","32","0","39","34","1011.2","0","0","28","17","7.7"
"1","1001","2018","13","2018-08-26","1","1","5","1985-01-07","hamilton","British","5025537","114216.75","23","106721","20873.5","41747","2","18","236.264","102977","101553","118179","16.7","0","46","13.1","1016.5","0","0","100","94","16.6"
"1","1002","2018","14","2018-09-02","1","1","6","1985-01-07","hamilton","British","4614484","87065.7358490566","30","82497","23728","23728","1","25","252.794","80810","79798","79294","19.1","0.4","81","20.7","1017.2","0.4","0","82","9","2.5"
"1","1003","2018","15","2018-09-16","1","1","7","1985-01-07","hamilton","British","6671611","109370.672131148","56","102913","28946","28946","1","25","177.108","99403","97344","96015","27.8","0","78","31.5","1007.4","0","0","19","3","15"
"1","1004","2018","71","2018-09-30","1","1","8","1985-01-07","hamilton","British","5245181","98965.679245283","50","95916","29551","29551","1","25","219.492","92410","92595","91532","22.7","0","74","23.6","1017.5","0","0","55","0","13.5"
"1","1005","2018","22","2018-10-07","1","1","9","1985-01-07","hamilton","British","5237062","98812.4905660377","51","92785","22614","22614","1","25","225.307","88702","88017","87760","26.4","0","59","27.3","1011.6","0","0","1","0","16.8"
"1","1006","2018","69","2018-10-21","1","1","9","1985-01-07","hamilton","British","5660985","101089.017857143","40","97392","23804","47608","2","15","203.782","94130","93480","92237","18.9","0","53","16.1","1025.5","0","0","15","0","17.3"
"1","1007","2018","32","2018-10-28","1","1","9","1985-01-07","hamilton","British","5987589","84332.2394366197","49","80728","22334","44668","2","12","191.933","75673","75644","74894","19.7","0","51","18.8","1018.8","0","0","52","24","8.2"
"1","1008","2018","18","2018-11-11","1","1","10","1985-01-07","hamilton","British","5229066","73648.8169014085","70","71795","22641","22641","1","25","216.065","68464","67795","67281","24","0.3","75","26.3","1012.5","0.3","0","53","21","15.4"
"1","1009","2018","24","2018-11-25","1","1","11","1985-01-07","hamilton","British","5980382","108734.218181818","53","101357","21283","21283","1","25","197.267","96828","95693","94794","32.8","0","37","31.6","1012.4","0","0","15","0","23"
"1","1010","2019","1","2019-03-17","1","2","0","1985-01-07","hamilton","British","5148211","88762.2586206897","57","86057","21515","21515","1","18","221.839","82043","81014","80486","25.1","0","50","25.8","1016","0","0","6","7","12.9"
"1","1011","2019","3","2019-03-31","1","2","1","1985-01-07","hamilton","British","5661295","99320.9649122807","36","93528","24289.5","48579","2","25","208.314","89262","88578","88190","27.4","0","50","24.8","1005.1","0","0","27","0","32.1"
"1","1012","2019","17","2019-04-14","1","1","2","1985-01-07","hamilton","British","5526350","98684.8214285714","47","95892","23120.5","46241","2","25","204.642","93115","91637","91570","18.6","0","60","15.8","1019.4","0","0","38","7","20.6"
"1","1013","2019","73","2019-04-28","1","2","2","1985-01-07","hamilton","British","5514466","108126.784313725","48","104166","19993","19993","1","18","207.465","101614","101580","100554","17.9","0","72","16.3","1011.2","0","0","0","0","24.3"
"1","1014","2019","4","2019-05-12","1","1","3","1985-01-07","hamilton","British","5750443","87127.9242424242","54","78492","22388","44776","2","26","213.499","77292","76038","76040","20.9","0","58","21.2","1021.4","0","0","5","2","16.8"
"1","1015","2019","6","2019-05-26","1","1","4","1985-01-07","hamilton","British","6208437","79595.3461538462","9","76167","24266","24266","1","25","157.721","71542","70835","70166","21.4","0.3","70","23.7","1012","0.3","0","78","2","7.9"
"1","1016","2019","7","2019-06-09","1","1","5","1985-01-07","hamilton","British","5347084","76386.9142857143","62","74813","23662","23662","1","25","209.851","71518","71010","70446","25.4","0","30","24.2","1024.8","0","0","0","0","15.3"
"1","1017","2019","34","2019-06-23","1","1","6","1985-01-07","hamilton","British","5071198","95682.9811320755","53","92764","30186","30186","1","25","226.717","90609","89520","88319","27.2","0","42","28.5","1015.6","0","0","11","0","12.4"
"1","1018","2019","70","2019-06-30","1","1","6","1985-01-07","hamilton","British","4944627","69642.6338028169","69","68050","30067","30067","1","10","228.432","63818","63803","63262","33.4","0","16","33.3","1018","0","0","2","0","7"
"1","1019","2019","9","2019-07-14","1","1","7","1985-01-07","hamilton","British","4868452","93624.0769230769","52","87369","28905","28905","1","26","242.735","85513","85840","85099","17.6","0.1","67","16.7","1024","0.1","0","98","100","8.9"
"1","1020","2019","10","2019-07-28","1","1","7","1985-01-07","hamilton","British","6290942","98295.96875","60","77485","29811","178866","6","2","208.935","72852","72149","71767","23.2","7","71","25","1002","7","0","79","39","6.8"
"1","1021","2019","11","2019-08-04","1","1","8","1985-01-07","hamilton","British","5703796","81482.8","60","78528","22135","44270","2","25","200.84","76068","75548","74769","21.8","0","56","22.9","1014.7","0","0","30","9","3.3"
"1","1022","2019","13","2019-09-01","1","1","8","1985-01-07","hamilton","British","5026691","114242.977272727","24","106580","23497","23497","1","18","236.577","105260","103592","103282","16.4","0","70","14.5","1016.8","0","0","84","22","14.9"
"1","1023","2019","14","2019-09-08","1","1","8","1985-01-07","hamilton","British","4561864","86072.9056603774","51","81779","23821.5","47643","2","16","255.014","80272","79464","79346","18.6","0.5","66","18.2","1011","0.5","0","30","21","6.8"
"1","1024","2019","15","2019-09-22","1","1","8","1985-01-07","hamilton","British","7118275","116693.032786885","58","104914","28930","28930","1","12","173.73","97565","96933","96408","29.5","0","67","32","1009.2","0","0","30","15","20.3"
"1","1025","2019","71","2019-09-29","1","1","9","1985-01-07","hamilton","British","5618992","106018.716981132","51","95761","29751","29751","1","26","219.847","93230","93134","92030","20","0.1","80","20.5","1017.5","0.1","0","20","11","12.3"
"1","1026","2019","22","2019-10-13","1","1","9","1985-01-07","hamilton","British","4920613","94627.1730769231","45","90983","23586.5","47173","2","16","229.77","88735","87826","87302","21.9","0","61","19.8","1012.7","0","0","0","0","28.6"
"1","1027","2019","32","2019-10-27","1","1","10","1985-01-07","hamilton","British","5808904","81815.5492957746","66","79461","22269","22269","1","25","194.993","76424","75721","75262","20.1","0.1","72","22.3","1014.4","0.1","0","100","100","2.6"
"1","1027","2019","32","2019-10-27","1","1","10","1985-01-07","hamilton","British","5808904","81815.5492957746","67","79461","22269","22269","1","25","194.993","76424","75721","75262","20.1","0.1","72","22.3","1014.4","0.1","0","100","100","2.6"
"1","1028","2019","69","2019-11-03","1","1","10","1985-01-07","hamilton","British","5639801","100710.732142857","26","98446","23943","23943","1","18","201.6","93454","93045","92321","18.5","0","37","15.7","1022.7","0","0","7","0","15.2"
"1","1029","2019","18","2019-11-17","1","1","10","1985-01-07","hamilton","British","5600817","78884.7464788732","46","71082","23010","69030","3","6","218.232","68614","68088","67699","19.6","0","73","19.5","1013.9","0","0","24","21","26.5"
"1","1030","2019","24","2019-12-01","1","1","11","1985-01-07","hamilton","British","5645715","102649.363636364","53","99283","22178","22178","1","26","201.387","95851","95634","94779","26.2","0","59","26","1014.9","0","0","6","1","20.6"
"1","1031","2020","70","2020-07-05","1","4","0","1985-01-07","hamilton","British","5456428","76851.0985915493","67","67712","19107.5","38215","2","12","229.572","64198","63096","62951","25.4","0","43","26.1","1017.1","0","0","49","0","5.5"
"1","1032","2020","70","2020-07-12","1","2","1","1985-01-07","hamilton","British","4970683","70009.6197183099","68","66719","21729","21729","1","25","232.989","78188","77825","79273","18.8","0","42","17.4","1024.4","0","0","37","0","7.6"
"1","1033","2020","11","2020-07-19","1","1","2","1985-01-07","hamilton","British","5772473","82463.9","70","76627","22336.6666666667","67010","3","26","205.823","74907","74261","73447","18.9","0.2","87","19","1014.2","0.2","0","98","21","15.8"
"1","1034","2020","9","2020-08-02","1","1","3","1985-01-07","hamilton","British","5281283","101563.134615385","45","89238","28805","28805","1","25","237.652","85900","85347","84303","19.4","0","48","16.9","1016.3","0","0","41","20","17.7"
"1","1035","2020","9","2020-08-09","1","1","3","1985-01-07","hamilton","British","4793319","92179.2115384615","43","88451","28904","57808","2","19","239.766","86818","86266","85217","23.3","0","64","24.8","1018.7","0","0","23","0","12"
"1","1036","2020","4","2020-08-16","1","1","4","1985-01-07","hamilton","British","5505279","83413.3181818182","63","79822","22615","45230","2","25","209.942","76872","76013","75584","27.8","0.6","56","30","1012.2","0.6","0","34","17","12.6"
"1","1037","2020","13","2020-08-30","1","1","5","1985-01-07","hamilton","British","5048761","114744.568181818","28","107758","23298","23298","1","25","233.99","102323","102014","101252","16.9","0","65","15.4","1010.6","0","0","100","98","11"
"1","1038","2020","14","2020-09-06","1","1","5","1985-01-07","hamilton","British","6443301","121571.716981132","34","82746","524392.666666667","1573178","3","7","252.033","79514","79092","78887","25.9","0","51","27.7","1012.7","0","0","24","17","4"
"1","1039","2020","76","2020-09-13","1","1","6","1985-01-07","hamilton","British","8375060","141950.169491525","58","78833","560077.6","2800388","5","26","239.518","75778","75309","75144","30.1","0","39","30.9","1022.8","0","0","0","0","12.3"
"1","1040","2020","71","2020-09-27","1","1","6","1985-01-07","hamilton","British","5663093","106850.811320755","48","98075","41352","41352","1","15","214.66","92983","92835","91304","28.2","0","53","30.3","1013.2","0","0","0","0","10"
"1","1041","2020","20","2020-10-11","1","1","7","1985-01-07","hamilton","British","5749641","95827.35","58","88145","23581.5","47163","2","25","210.253","86620","85390","85525","8.3","0","59","4.4","1020.5","0","0","100","82","13.4"
"1","1042","2020","75","2020-10-25","1","1","8","1985-01-07","hamilton","British","5396828","81770.1212121212","63","78750","27162","27162","1","26","212.708","76828","76824","76652","19.6","0.1","69","17.1","1021.6","0.1","0","95","78","25.4"
"1","1043","2020","21","2020-11-01","1","1","9","1985-01-07","hamilton","British","5312430","84324.2857142857","63","75484","30653.5","61307","2","26","234.121","74229","74643","73706","18.9","0","65","18.6","1022.3","0","0","93","69","6.3"
"1","1044","2020","5","2020-11-15","1","1","10","1985-01-07","hamilton","British","6139313","105850.224137931","56","99413","23860","23860","1","25","193.302","127599","112709","112560","12.8","0.1","82","11.4","1024.7","0.1","0","100","77","9.3"
"1","1045","2020","3","2020-11-29","1","1","11","1985-01-07","hamilton","British","7187515","126096.754385965","38","92864","404128.333333333","1212385","3","25","209.803","88343","87586","87264","27.6","0","40","26.5","1015.2","0","0","10","0","13.6"
"1","1047","2020","24","2020-12-13","1","1","11","1985-01-07","hamilton","British","5807060","105582.909090909","37","101420","22406","22406","1","15","197.144","95528","95466","95332","23.5","0","49","21.5","1015.8","0","0","43","42","18.5"
"1","1051","2021","78","2021-11-21","1","2","7","1985-01-07","hamilton","British","5068471","88920.5438596491","50","85084","25308","50616","2","25","227.633","81901","81682","80827","27.1","0","62","27.9","1012.8","0","0","0","0","19"
"1","1052","2021","3","2021-03-28","1","1","1","1985-01-07","hamilton","British","5523897","98641.0178571429","44","94015","24457.5","48915","2","25","207.235","90617","90085","89385","20.9","0","53","15.5","1015.4","0","0","0","0","38.6"
"1","1053","2021","21","2021-04-18","1","1","1","1985-01-07","hamilton","British","7376598","117088.857142857","60","76702","407727.75","1630911","4","19","230.403","74823","74817","74411","10.8","0.1","64","7.3","1016.3","0.1","0","89","9","15.6"
"1","1054","2021","75","2021-05-02","1","1","2","1985-01-07","hamilton","British","5671421","85930.6212121212","47","80933","23832.3333333333","71497","3","25","206.971","78857","77968","78355","18.9","0","42","18.5","1017.3","0","0","31","2","9.8"
"1","1055","2021","4","2021-05-09","1","1","3","1985-01-07","hamilton","British","5587680","84661.8181818182","54","80665","22149","44298","2","25","208.64","78245","77166","76741","22","0.1","57","21.7","1009.4","0.1","0","89","0","12.8"
"1","1056","2021","6","2021-05-23","1","2","3","1985-01-07","hamilton","British","6005051","76987.8333333333","69","72909","24013.5","48027","2","7","164.769","71622","71116","71095","21.3","0","53","20.5","1015.3","0","0","40","0","17.9"
"1","1057","2021","73","2021-06-06","1","2","3","1985-01-07","hamilton","British","8034078","157530.941176471","43","104769","679608.333333333","2038825","3","0","206.27","101545","101634","101450","24.3","0","54","23.1","1011.7","0","0","1","0","25.5"
"1","1058","2021","70","2021-06-27","1","2","3","1985-01-07","hamilton","British","4974668","70065.7464788732","71","67058","21429.5","42859","2","19","231.811","64672","64512","64067","25.8","0","38","26.6","1016.2","0","0","57","3","6.5"
"1","1059","2021","34","2021-06-20","1","2","3","1985-01-07","hamilton","British","5248674","99031.5849056604","44","97410","30263","30263","1","18","215.903","91237","90788","90248","27.2","0.1","45","26.1","1009.4","0.1","0","24","0","21.2"
"1","1060","2021","70","2021-07-04","1","2","3","1985-01-07","hamilton","British","5080995","71563.3098591549","55","68126","21213","42426","2","12","228.177","64506","64258","64014","19.5","0","58","19.1","1013.4","0","0","100","48","5.8"
"1","1061","2021","9","2021-07-18","1","2","4","1985-01-07","hamilton","British","7103284","136601.615384615","45","89699","1044321","2088642","2","25","236.43","86786","86023","86134","27.4","0","47","30.2","1025","0","0","0","0","5"
"1","1062","2021","11","2021-08-01","1","1","4","1985-01-07","hamilton","British","7485935","106941.928571429","49","78715","378428.5","1513714","4","18","200.363","76424","76553","75419","29.4","0","49","30.4","1005.1","0","0","33","1","18.3"
"1","1064","2021","39","2021-09-05","1","2","4","1985-01-07","hamilton","British","5426327","75365.6527777778","72","71097","19280","57840","3","19","215.654","70114","69726","68923","20.3","0","59","20","1022.2","0","0","0","0","11.4"
"1","1065","2021","14","2021-09-12","1","2","4","1985-01-07","hamilton","British","2192235","87689.4","3","85870","25619","25619","1","0","242.864","80543","79936","79651","27.8","0","43","29.3","1015.9","0","0","26","11","3.7"
"1","1066","2021","71","2021-09-26","1","1","5","1985-01-07","hamilton","British","5441001","102660.396226415","43","97575","29961.5","59923","2","25","215.76","105992","105129","104050","17.7","0.2","71","16.4","1023.6","0.2","0","82","51","14.5"
"1","1067","2021","5","2021-10-10","1","2","5","1985-01-07","hamilton","British","5505915","94929.5689655172","52","92763","22684","22684","1","10","207.16","84585","83082","82868","18.5","0","74","16.3","1020.8","0","0","80","84","23.9"
"1","1069","2021","69","2021-10-24","1","2","5","1985-01-07","hamilton","British","5677885","101390.803571429","41","98485","24078.5","48157","2","19","201.521","94579","93797","93119","27.4","0.2","68","29.6","1011","0.2","0","50","56","14.5"
"1","1070","2021","32","2021-11-07","1","2","5","1985-01-07","hamilton","British","5935641","83600.5774647887","66","79820","22373","22373","1","18","194.116","77207","76474","76020","19.6","0","39","20","1019.8","0","0","13","0","4.6"
"1","1071","2021","18","2021-11-14","1","2","6","1985-01-07","hamilton","British","5542851","78068.323943662","46","71982","20481","81924","4","25","215.503","68733","68068","67934","23.3","0","50","26.5","1016.2","0","0","41","46","2.6"
"1","1072","2021","77","2021-12-05","1","2","8","1985-01-07","hamilton","British","7575118","151502.36","47","90734","701036.666666667","2103110","3","26","244.962","88466","87712","87511","28","0","74","31.9","1013.4","0","0","0","0","11.2"
"1","1073","2021","24","2021-12-12","1","2","8","1985-01-07","hamilton","British","5419601","93441.3965517241","43","86615","21595","21595","1","18","219.495","82845","83145","82480","25.1","0","52","23.8","1017.2","0","0","50","55","18.6"
"1","1074","2022","3","2022-03-20","1","3","0","1985-01-07","hamilton","British","5863259","102864.192982456","53","96228","25525.3333333333","76576","3","15","202.469","92285","91048","91238","23.1","0","35","19.1","1011.5","0","0","0","0","21.9"
"1","1075","2022","77","2022-03-27","1","5","0","1985-01-07","hamilton","British","5133241","102664.82","47","92997","21788","21788","1","1","239.001","90343","0","0","26.1","0","56","25.5","1012.4","0","0","0","0","19.8"
"1","1076","2022","1","2022-04-10","1","5","0","1985-01-07","hamilton","British","5295091","91294.6724137931","51","81886","17877","17877","1","12","232.039","79401","79106","78825","25.7","0","48","24","1015.6","0","0","46","3","22.2"
"1","1077","2022","21","2022-04-24","1","7","0","1985-01-07","hamilton","British","5543265","89407.5","50","81419","32740","32740","1","0","217.054","80470","81138","0","13.1","0.1","81","12.7","1006.7","0.1","0","100","35","8.6"
"1","1078","2022","79","2022-05-08","1","6","0","1985-01-07","hamilton","British","5685626","99747.8245614035","55","92941","18820","18820","1","8","209.629","90388","89797","89625","32.5","0","47","36.5","1010.9","0","0","19","7","12.1"
"1","1079","2022","4","2022-05-22","1","6","0","1985-01-07","hamilton","British","5895009","89318.3181818182","51","84253","25133.3333333333","75400","3","10","199.755","80252","79794","79512","35.1","0","14","32","1011.2","0","0","0","0","23.6"
"1","1080","2022","6","2022-05-29","1","6","0","1985-01-07","hamilton","British","7040653","110010.203125","51","77203","411861.333333333","1235584","3","4","155.605","73444","72595","72560","23","0","71","23.5","1003.8","0","0","47","20","15.9"
"1","1081","2022","73","2022-06-12","1","6","0","1985-01-07","hamilton","British","5717620","112110.196078431","39","107044","21150.5","42301","2","12","201.887","103939","103182","102924","27.1","0","48","27.3","1007.7","0","0","1","0","21.1"
"1","1082","2022","7","2022-06-19","1","6","0","1985-01-07","hamilton","British","5788763","82696.6142857143","69","76167","23843","47686","2","15","206.12","93841","85543","82891","18.7","0","41","16.3","1014.4","0","0","1","1","21.1"
"1","1083","2022","9","2022-07-03","1","6","0","1985-01-07","hamilton","British","8276536","159164.153846154","52","90510","1035240.33333333","3105721","3","16","234.312","100428","101062","101995","17.9","0.1","66","17.5","1019.2","0.1","0","25","4","6.2"
"1","1084","2022","70","2022-07-10","1","6","0","1985-01-07","hamilton","British","5105529","71908.8591549296","63","69000","22861.5","45723","2","15","225.286","66079","65475","73151","20.1","0","41","18.5","1017.9","0","0","24","0","14.3"
"1","1085","2022","34","2022-07-24","1","6","0","1985-01-07","hamilton","British","5412699","102126.396226415","30","97668","37189","37189","1","18","215.333","93041","92274","91765","31.7","0","40","33.8","1017.3","0","0","0","0","13.4"
"1","1086","2022","11","2022-07-31","1","6","0","1985-01-07","hamilton","British","5983746","85482.0857142857","57","81386","21897","43794","2","19","193.787","78374","78035","78142","20.4","0","62","17.1","1013.1","0","0","76","27","29.5"
"1","1088","2022","39","2022-09-04","1","6","0","1985-01-07","hamilton","British","5815789","80774.8472222222","54","73854","17455","52365","3","12","207.604","71331","71075","70648","24.3","0.1","57","25.5","1017.7","0.1","0","56","14","4.7"
"1","1089","2022","14","2022-09-11","1","6","0","1985-01-07","hamilton","British","4832891","91186.6226415094","43","84434","24282","24282","1","10","246.995","82048","81708","81524","25.1","0","50","27","1015.6","0","0","16","2","3.1"
"1","1091","2022","15","2022-10-02","1","6","0","1985-01-07","hamilton","British","7401753","125453.440677966","58","110622","41019","41019","1","2","164.766","113161","112691","109466","27.7","0.2","79","32.8","1007.5","0.2","0","65","33","5.9"
"1","1092","2022","22","2022-10-09","1","6","0","1985-01-07","hamilton","British","3744330","133726.071428571","11","105530","210781.5","421563","2","10","198.097","90906","90443","90261","19.5","0.6","78","20","1020.1","0.6","0","100","23","9.7"
"1","1093","2022","69","2022-10-23","1","6","0","1985-01-07","hamilton","British","6136710","109584.107142857","45","99830","24248.5","48497","2","18","198.805","96148","95732","94947","29.7","0","42","27.2","1011.2","0","0","74","76","33.5"
"1","1094","2022","32","2022-10-30","1","5","0","1985-01-07","hamilton","British","5931915","83548.0985915493","32","82062","23194","23194","1","18","188.813","79169","78552","78084","24","0","41","24.5","1012.3","0","0","30","2","7.8"
"1","1095","2022","18","2022-11-13","1","5","0","1985-01-07","hamilton","British","5915573","83317.9295774648","63","73942","23748","47496","2","18","209.791","73403","71539","72611","26.6","0","60","30.4","1010.1","0","0","28","20","9.4"
"1","1096","2022","24","2022-11-20","1","6","0","1985-01-07","hamilton","British","5056987","91945.2181818182","42","89788","21270","21270","1","0","211.738","85594","84774","84508","29.1","0","54","28.4","1013.7","0","0","51","0","27.3"
"1","1098","2023","3","2023-03-05","1","5","0","1985-01-07","hamilton","British","5687713","99784.4385964912","36","96546","24686","49372","2","10","201.802","91543","90513","90384","30.7","0","18","27.6","1017.3","0","0","0","0","10.9"
"1","1099","2023","77","2023-03-19","1","5","0","1985-01-07","hamilton","British","4905959","98119.18","47","92941","21102","21102","1","10","239.145","89689","89374","89223","25.9","0","55","25","1010.9","0","0","0","0","20.1"
"1","1100","2023","1","2023-04-02","1","4","0","1985-01-07","hamilton","British","9158550","157906.034482759","49","80613","1218762","3656286","3","18","235.703","77689","77551","77104","17","0","59","14.3","1019.4","0","0","12","5","16.3"
"1","1101","2023","73","2023-04-30","1","4","0","1985-01-07","hamilton","British","5608581","109972.176470588","48","105346","20324","20324","1","8","205.141","102113","101650","101177","25.8","0","40","26","1005.9","0","0","3","0","11"
"1","1102","2023","79","2023-05-07","1","4","0","1985-01-07","hamilton","British","5309490","93148.9473684211","57","90669","22150","22150","1","8","214.882","87846","87975","0","26.2","0.2","62","26.6","1020.1","0.2","0","13","14","24.3"
"1","1104","2023","6","2023-05-28","1","4","0","1985-01-07","hamilton","British","6571042","84244.1282051282","33","75650","25639.5","51279","2","13","158.799","72872","72156","71725","24","0.1","58","26.2","1014.2","0.1","0","43","7","4.5"
"1","1105","2023","4","2023-06-04","1","4","0","1985-01-07","hamilton","British","5302030","80333.7878787879","62","76676","22653","45306","2","18","218.649","72937","72999","72818","21.7","0","68","24.3","1015.6","0","0","29","1","8"
"1","1106","2023","7","2023-06-18","1","4","0","1985-01-07","hamilton","British","5652516","80750.2285714286","47","75396","24044","48088","2","15","208.228","81554","80426","87627","18.3","0","64","16.5","1012.6","0","0","90","100","17.1"
"1","1107","2023","70","2023-07-02","1","4","0","1985-01-07","hamilton","British","5172803","72856.3802816901","48","69160","22044","66132","3","4","224.366","65673","65188","64819","23","0","47","23.6","1011.2","0","0","34","13","7.7"
"1","1108","2023","9","2023-07-09","1","4","0","1985-01-07","hamilton","British","5123721","98533.0961538462","43","90545","29169","29169","1","15","234.221","89415","88545","87211","21.4","0.2","51","19.4","1018.5","0.2","0","68","32","21.9"
"1","1109","2023","11","2023-07-23","1","4","0","1985-01-07","hamilton","British","5927768","84682.4","54","81601","21851","43702","2","12","193.277","78577","77427","76609","27.7","0","35","27.5","1016.4","0","0","2","0","14.1"
"1","1110","2023","13","2023-07-30","1","4","0","1985-01-07","hamilton","British","5000121","113639.113636364","44","107305","23089.6666666667","69269","3","13","234.978","118563","112345","107087","17.3","0.1","67","13.8","1014.9","0.1","0","41","12","26.8"
"1","841","2011","1","2011-03-27","1","2","0","1985-01-07","hamilton","British","5392556","92975.1034482759","41","90314","23213","46426","2","18","211.382","85384","84595","84307","19","0","59","18.7","1025.4","0","0","76","84","7.9"
"1","842","2011","2","2011-04-10","1","3","0","1985-01-07","hamilton","British","5909789","105531.946428571","54","101512","23252.75","93011","4","4","196.575","96861","95852","94974","27.4","0.6","80","32.7","1009.8","0.6","0","100","34","4.2"
"1","843","2011","17","2011-04-17","1","2","1","1985-01-07","hamilton","British","5818226","103896.892857143","48","100415","20659.3333333333","61978","3","25","195.424","96091","94486","94463","22.1","0","25","21.1","1008.3","0","0","29","0","6.8"
"1","844","2011","5","2011-05-08","1","2","1","1985-01-07","hamilton","British","5457790","94099.8275862069","48","90108","24909.25","99637","4","12","213.264","87091","86066","85595","15.5","0","60","15.8","1016.4","0","0","2","0","7.6"
"1","845","2011","4","2011-05-22","1","2","1","1985-01-07","hamilton","British","5943931","90059.5606060606","52","86727","20364.25","81457","4","18","193.227","84370","82148","81961","25.1","0","45","26.3","1020.3","0","0","9","0","10.3"
"1","846","2011","6","2011-05-29","1","2","1","1985-01-07","hamilton","British","7805583","100071.576923077","54","77847","25923","77769","3","8","154.456","75207","74275","75280","22","0","68","25","1018.9","0","0","4","1","8.2"
"1","848","2011","12","2011-06-26","1","4","1","1985-01-07","hamilton","British","6022359","105655.421052632","47","102947","20529","61587","3","12","189.499","99244","97727","97380","30.8","0","40","32.5","1020.7","0","0","0","0","13.8"
"1","849","2011","9","2011-07-10","1","4","1","1985-01-07","hamilton","British","5350182","102888.115384615","37","94517","24168.3333333333","72505","3","12","220.499","93581","92505","92376","17.9","0","72","19","1017.7","0","0","26","15","3.6"
"1","850","2011","20","2011-07-24","1","3","2","1985-01-07","hamilton","British","5850334","97505.5666666667","59","94302","20627","61881","3","25","196.526","92934","90998","90134","11.6","0.1","91","9","1010.4","0.1","0","100","47","17.9"
"1","851","2011","11","2011-07-31","1","3","2","1985-01-07","hamilton","British","6450675","92152.5","61","83661","19866.6666666667","119200","6","12","188.517","81636","81105","79978","16.7","0.2","77","14.8","1010.9","0.2","0","100","100","19.2"
"1","852","2011","13","2011-08-28","1","5","2","1985-01-07","hamilton","British","1419493","118291.083333333","8","115647","21895","21895","1","0","218.029","123008","122823","108730","14.1","0","66","10.2","1018.3","0","0","100","23","22.8"
"1","853","2011","14","2011-09-11","1","5","2","1985-01-07","hamilton","British","4863589","91765.8301886792","52","86187","21979.5","43959","2","12","241.971","83976","83172","82725","24.8","0","70","27.2","1016.1","0","0","15","5","5.9"
"1","854","2011","15","2011-09-25","1","5","2","1985-01-07","hamilton","British","7214523","118270.868852459","54","110832","29704.4","148522","5","10","164.779","107014","106829","104809","27.8","0.3","79","32.9","1008.5","0.3","0","28","16","6.2"
"1","855","2011","22","2011-10-09","1","5","2","1985-01-07","hamilton","British","5477695","103352.735849057","49","97645","21734.6666666667","65204","3","10","214.093","92843","91139","90617","22.5","0","46","22.7","1023","0","0","1","0","4.1"
"1","856","2011","35","2011-10-16","1","5","2","1985-01-07","hamilton","British","5894013","107163.872727273","54","100459","20715","41430","2","18","201.216","97525","96526","95820","19.2","0","64","16.3","1012.5","0","0","56","38","23.9"
"1","857","2011","68","2011-10-30","1","5","2","1985-01-07","hamilton","British","5519185","91986.4166666667","58","88721","23965","71895","3","6","207.955","86563","85019","84474","29.3","0","38","30.5","1010.3","0","0","0","0","6.4"
"1","858","2011","24","2011-11-13","1","5","3","1985-01-07","hamilton","British","5831886","106034.290909091","51","103461","19394.5","38789","2","25","193.255","99782","98434","98622","27.9","0","43","27.7","1013.1","0","0","5","0","10.9"
"1","859","2011","18","2011-11-27","1","5","3","1985-01-07","hamilton","British","3659749","79559.7608695652","35","77209","20725.3333333333","62176","3","0","200.914","73361","72811","72480","21.6","4","85","23.8","1013.8","4","0","83","51","10.7"
"1","860","2012","1","2012-03-18","1","3","0","1985-01-07","hamilton","British","5653640","97476.5517241379","57","89538","23163","46326","2","15","213.214","86800","85626","84922","21.4","0","54","20.5","1023.3","0","0","0","0","15.4"
"1","861","2012","2","2012-03-25","1","2","0","1985-01-07","hamilton","British","9906403","176900.053571429","50","101539","26190","78570","3","15","196.523","97813","97106","96219","28.3","4.1","80","35","1009.5","4.1","0","26","11","10.1"
"1","862","2012","17","2012-04-15","1","1","0","1985-01-07","hamilton","British","5812941","103802.517857143","40","100530","20590.3333333333","61771","3","15","195.201","96763","95902","95626","20","0","59","20.6","1010.8","0","0","44","15","5.9"
"1","863","2012","3","2012-04-22","1","2","0","1985-01-07","hamilton","British","5769974","101227.614035088","38","97733","27553","82659","3","4","199.351","94813","93209","92520","25.1","0","61","26.5","1008.9","0","0","12","0","15.6"
"1","864","2012","4","2012-05-13","1","3","0","1985-01-07","hamilton","British","6027285","91322.5","50","88918","20971.5","41943","2","4","188.465","82583","82465","81707","21.2","0","68","22.2","1019.9","0","0","85","45","8.3"
"1","865","2012","6","2012-05-27","1","4","0","1985-01-07","hamilton","British","6370658","81675.1025641026","46","78806","25748","25748","1","10","152.577","76063","75166","74583","20","0","82","21.3","1017.6","0","0","100","63","7.3"
"1","866","2012","7","2012-06-10","1","1","1","1985-01-07","hamilton","British","5549586","79279.8","59","77020","21952.5","43905","2","25","203.837","74891","74371","74087","24.5","0","40","26.3","1018.9","0","0","27","0","4.7"
