"raceId","lluvia_cat","humedad_cat","temperatura_cat","viento_cat","ganador","puntua"
1078,"No","Moderada","Muy Cálida","Moderado","No","Si"
1079,"No","Baja","Muy Cálida","Mucho","No","Si"
1080,"No","Alta","Alta","Moderado","No","No"
1081,"No","Moderada","Alta","Mucho","No","Si"
1082,"No","Moderada","Alta","Mucho","No","Si"
1082,"No","Moderada","Alta","Mucho","No","Si"
1083,"Poca","Alta","Alta","Poco","No","No"
1084,"No","Moderada","Alta","Moderado","No","Si"
1085,"No","Moderada","Muy Cálida","Moderado","No","Si"
1086,"No","Alta","Alta","Mucho","No","Si"
1087,"No","Alta","Alta","Moderado","No","Si"
1088,"Poca","Alta","Alta","Poco","No","Si"
1089,"No","Moderada","Alta","Poco","No","No"
1092,"Poca","Muy Alta","Alta","Poco","No","Si"
1093,"No","Moderada","Alta","Mucho","No","No"
1094,"No","Moderada","Alta","Poco","No","Si"
1095,"No","Alta","Alta","Poco","No","Si"
1096,"No","Alta","Alta","Mucho","No","Si"
1098,"No","Baja","Muy Cálida","Moderado","No","No"
1099,"No","Alta","Alta","Mucho","No","Si"
1100,"No","Alta","Alta","Moderado","No","No"
1101,"No","Moderada","Alta","Moderado","No","No"
1102,"Poca","Alta","Alta","Mucho","No","Si"
1104,"Poca","Alta","Alta","Poco","No","Si"
1105,"No","Alta","Alta","Poco","No","Si"
1106,"No","Alta","Alta","Moderado","No","Si"
1107,"No","Moderada","Alta","Poco","No","No"
1110,"Poca","Alta","Alta","Mucho","No","Si"
960,"No","Alta","Alta","Mucho","No","No"
962,"No","Muy Alta","Alta","Poco","No","No"
963,"No","Alta","Muy Cálida","Moderado","No","No"
964,"No","Alta","Alta","Mucho","No","No"
965,"No","Moderada","Alta","Moderado","No","No"
966,"No","Alta","Alta","Poco","No","No"
967,"Poca","Muy Alta","Alta","Moderado","No","No"
968,"No","Baja","Muy Cálida","Moderado","No","No"
969,"No","Alta","Alta","Moderado","No","Si"
970,"Poca","Muy Alta","Templada","Moderado","No","Si"
971,"No","Alta","Alta","Mucho","No","Si"
972,"No","Alta","Alta","Poco","No","Si"
973,"Poca","Moderada","Alta","Moderado","No","Si"
974,"No","Moderada","Alta","Poco","No","No"
975,"No","Moderada","Alta","Mucho","No","Si"
976,"No","Alta","Alta","Moderado","No","Si"
977,"No","Moderada","Alta","Poco","No","Si"
978,"Poca","Alta","Alta","Moderado","No","Si"
979,"No","Moderada","Alta","Moderado","No","Si"
980,"No","Alta","Alta","Poco","No","Si"
981,"No","Moderada","Alta","Poco","No","Si"
982,"Poca","Muy Alta","Alta","Moderado","No","Si"
983,"Moderada","Muy Alta","Alta","Poco","No","Si"
984,"No","Alta","Alta","Poco","No","Si"
985,"No","Alta","Alta","Mucho","No","Si"
986,"No","Moderada","Alta","Poco","No","Si"
988,"No","Alta","Alta","Moderado","No","Si"
989,"No","Moderada","Alta","Mucho","No","No"
990,"No","Moderada","Alta","Moderado","No","Si"
991,"No","Moderada","Alta","Moderado","No","No"
993,"No","Alta","Alta","Moderado","No","No"
994,"No","Alta","Alta","Mucho","No","Si"
995,"No","Moderada","Alta","Poco","No","Si"
997,"No","Alta","Alta","Moderado","No","Si"
998,"No","Moderada","Alta","Moderado","No","Si"
999,"No","Moderada","Alta","Moderado","No","Si"
1000,"No","Moderada","Muy Cálida","Poco","No","No"
1001,"No","Moderada","Alta","Moderado","No","No"
1002,"Poca","Muy Alta","Alta","Poco","No","Si"
1003,"No","Muy Alta","Alta","Moderado","No","No"
1004,"No","Alta","Alta","Moderado","No","No"
1005,"No","Alta","Alta","Moderado","No","No"
1006,"No","Alta","Alta","Moderado","No","No"
1007,"No","Alta","Alta","Poco","No","No"
1008,"Poca","Alta","Alta","Moderado","No","No"
1009,"No","Moderada","Muy Cálida","Mucho","No","No"
1010,"No","Moderada","Alta","Moderado","No","Si"
1011,"No","Moderada","Alta","Mucho","No","No"
1012,"No","Alta","Alta","Mucho","No","No"
1013,"No","Alta","Alta","Mucho","No","Si"
1014,"No","Alta","Alta","Moderado","No","No"
1015,"Poca","Alta","Alta","Poco","No","No"
1016,"No","Moderada","Alta","Moderado","No","Si"
1017,"No","Moderada","Alta","Moderado","No","No"
1018,"No","Baja","Muy Cálida","Poco","No","No"
1019,"Poca","Alta","Alta","Poco","No","No"
1020,"Mucha","Alta","Alta","Poco","No","Si"
1021,"No","Alta","Alta","Poco","No","No"
1022,"No","Alta","Alta","Moderado","No","Si"
1023,"Poca","Alta","Alta","Poco","No","No"
1024,"No","Alta","Alta","Mucho","No","No"
1025,"Poca","Muy Alta","Alta","Moderado","No","No"
1026,"No","Alta","Alta","Mucho","No","Si"
1027,"Poca","Alta","Alta","Poco","No","No"
1028,"No","Moderada","Alta","Moderado","No","No"
1029,"No","Alta","Alta","Mucho","No","No"
1030,"No","Alta","Alta","Mucho","No","No"
1032,"No","Moderada","Alta","Poco","No","Si"
1033,"Poca","Muy Alta","Alta","Moderado","No","Si"
1034,"No","Moderada","Alta","Moderado","No","Si"
1035,"No","Alta","Alta","Moderado","No","Si"
1036,"Poca","Alta","Alta","Moderado","No","Si"
1037,"No","Alta","Alta","Moderado","No","Si"
1038,"No","Alta","Alta","Poco","No","Si"
1039,"No","Moderada","Muy Cálida","Moderado","No","No"
1042,"Poca","Alta","Alta","Mucho","No","No"
1043,"No","Alta","Alta","Poco","No","No"
1044,"Poca","Muy Alta","Templada","Poco","No","Si"
1045,"No","Moderada","Alta","Moderado","No","No"
1046,"No","Alta","Alta","Mucho","No","Si"
1047,"No","Moderada","Alta","Moderado","No","Si"
1051,"No","Alta","Alta","Moderado","No","Si"
1052,"No","Alta","Alta","Mucho","No","Si"
1053,"Poca","Alta","Templada","Moderado","No","Si"
1054,"No","Moderada","Alta","Poco","No","No"
1055,"Poca","Alta","Alta","Moderado","No","No"
1056,"No","Alta","Alta","Moderado","No","Si"
1058,"No","Moderada","Alta","Poco","No","Si"
1059,"Poca","Moderada","Alta","Mucho","No","Si"
1060,"No","Alta","Alta","Poco","No","No"
1061,"No","Moderada","Alta","Poco","No","Si"
1064,"No","Alta","Alta","Moderado","No","No"
1065,"No","Moderada","Alta","Poco","No","Si"
1066,"Poca","Alta","Alta","Moderado","No","No"
1067,"No","Alta","Alta","Mucho","No","Si"
1069,"Poca","Alta","Alta","Moderado","No","No"
1070,"No","Moderada","Alta","Poco","No","No"
1071,"No","Moderada","Alta","Poco","No","No"
1072,"No","Alta","Alta","Moderado","No","No"
1073,"No","Alta","Alta","Moderado","No","No"
1074,"No","Moderada","Alta","Mucho","No","No"
1075,"No","Alta","Alta","Moderado","No","No"
1076,"No","Moderada","Alta","Mucho","No","No"
1077,"Poca","Muy Alta","Templada","Poco","No","Si"
1078,"No","Moderada","Muy Cálida","Moderado","No","Si"
1079,"No","Baja","Muy Cálida","Mucho","No","No"
1080,"No","Alta","Alta","Moderado","No","No"
1081,"No","Moderada","Alta","Mucho","No","No"
1082,"No","Moderada","Alta","Mucho","No","Si"
1083,"Poca","Alta","Alta","Poco","No","No"
1084,"No","Moderada","Alta","Moderado","No","No"
1085,"No","Moderada","Muy Cálida","Moderado","No","Si"
1086,"No","Alta","Alta","Mucho","No","No"
1087,"No","Alta","Alta","Moderado","No","No"
1088,"Poca","Alta","Alta","Poco","No","Si"
1089,"No","Moderada","Alta","Poco","No","No"
1091,"Poca","Muy Alta","Alta","Poco","No","Si"
1092,"Poca","Muy Alta","Alta","Poco","No","No"
1093,"No","Moderada","Alta","Mucho","No","No"
1094,"No","Moderada","Alta","Poco","No","No"
1095,"No","Alta","Alta","Poco","No","Si"
1096,"No","Alta","Alta","Mucho","No","Si"
1098,"No","Baja","Muy Cálida","Moderado","No","Si"
1099,"No","Alta","Alta","Mucho","No","No"
1100,"No","Alta","Alta","Moderado","No","Si"
1101,"No","Moderada","Alta","Moderado","No","Si"
1102,"Poca","Alta","Alta","Mucho","No","No"
1104,"Poca","Alta","Alta","Poco","No","No"
1105,"No","Alta","Alta","Poco","No","Si"
1106,"No","Alta","Alta","Moderado","No","Si"
1107,"No","Moderada","Alta","Poco","No","Si"
1108,"Poca","Alta","Alta","Mucho","No","No"
1109,"No","Moderada","Alta","Moderado","No","Si"
1110,"Poca","Alta","Alta","Mucho","No","Si"
969,"No","Alta","Alta","Moderado","No","No"
971,"No","Alta","Alta","Mucho","No","No"
972,"No","Alta","Alta","Poco","No","No"
973,"Poca","Moderada","Alta","Moderado","No","No"
974,"No","Moderada","Alta","Poco","No","No"
975,"No","Moderada","Alta","Mucho","No","Si"
976,"No","Alta","Alta","Moderado","No","Si"
977,"No","Moderada","Alta","Poco","No","Si"
978,"Poca","Alta","Alta","Moderado","No","No"
979,"No","Moderada","Alta","Moderado","No","No"
980,"No","Alta","Alta","Poco","No","No"
981,"No","Moderada","Alta","Poco","No","Si"
982,"Poca","Muy Alta","Alta","Moderado","No","Si"
983,"Moderada","Muy Alta","Alta","Poco","No","Si"
984,"No","Alta","Alta","Poco","No","No"
985,"No","Alta","Alta","Mucho","No","No"
986,"No","Moderada","Alta","Poco","No","Si"
987,"No","Moderada","Alta","Moderado","No","No"
988,"No","Alta","Alta","Moderado","No","No"
989,"No","Moderada","Alta","Mucho","No","No"
990,"No","Moderada","Alta","Moderado","No","No"
991,"No","Moderada","Alta","Moderado","No","No"
992,"No","Alta","Alta","Ventisca","No","Si"
993,"No","Alta","Alta","Moderado","No","No"
994,"No","Alta","Alta","Mucho","No","No"
996,"No","Moderada","Alta","Poco","No","No"
997,"No","Alta","Alta","Moderado","No","No"
998,"No","Moderada","Alta","Moderado","No","No"
999,"No","Moderada","Alta","Moderado","No","No"
1010,"No","Moderada","Alta","Moderado","No","No"
1011,"No","Moderada","Alta","Mucho","No","No"
1013,"No","Alta","Alta","Mucho","No","No"
1013,"No","Alta","Alta","Mucho","No","No"
1014,"No","Alta","Alta","Moderado","No","No"
1015,"Poca","Alta","Alta","Poco","No","No"
1016,"No","Moderada","Alta","Moderado","No","No"
1017,"No","Moderada","Alta","Moderado","No","No"
1018,"No","Baja","Muy Cálida","Poco","No","Si"
1020,"Mucha","Alta","Alta","Poco","No","No"
1021,"No","Alta","Alta","Poco","No","No"
1022,"No","Alta","Alta","Moderado","No","No"
1023,"Poca","Alta","Alta","Poco","No","Si"
1024,"No","Alta","Alta","Mucho","No","Si"
1025,"Poca","Muy Alta","Alta","Moderado","No","No"
1026,"No","Alta","Alta","Mucho","No","No"
1027,"Poca","Alta","Alta","Poco","No","No"
1028,"No","Moderada","Alta","Moderado","No","No"
1029,"No","Alta","Alta","Mucho","No","Si"
1030,"No","Alta","Alta","Mucho","No","No"
1031,"No","Moderada","Alta","Poco","No","Si"
1032,"No","Moderada","Alta","Poco","No","No"
1033,"Poca","Muy Alta","Alta","Moderado","No","No"
1034,"No","Moderada","Alta","Moderado","No","No"
1035,"No","Alta","Alta","Moderado","No","No"
1036,"Poca","Alta","Alta","Moderado","No","No"
1038,"No","Alta","Alta","Poco","No","No"
1040,"No","Alta","Alta","Poco","No","No"
1041,"No","Alta","Templada","Moderado","No","Si"
1042,"Poca","Alta","Alta","Mucho","No","No"
1043,"No","Alta","Alta","Poco","No","Si"
1044,"Poca","Muy Alta","Templada","Poco","No","No"
1045,"No","Moderada","Alta","Moderado","No","No"
1046,"No","Alta","Alta","Mucho","No","No"
1047,"No","Moderada","Alta","Moderado","No","No"
1051,"No","Alta","Alta","Moderado","No","No"
1052,"No","Alta","Alta","Mucho","No","No"
1053,"Poca","Alta","Templada","Moderado","No","No"
1054,"No","Moderada","Alta","Poco","No","No"
1055,"Poca","Alta","Alta","Moderado","No","No"
1056,"No","Alta","Alta","Moderado","No","Si"
1057,"No","Alta","Alta","Mucho","No","No"
1058,"No","Moderada","Alta","Poco","No","No"
1059,"Poca","Moderada","Alta","Mucho","No","No"
1060,"No","Alta","Alta","Poco","No","No"
1061,"No","Moderada","Alta","Poco","No","No"
1062,"No","Moderada","Alta","Moderado","No","No"
1064,"No","Alta","Alta","Moderado","No","No"
1065,"No","Moderada","Alta","Poco","No","No"
1066,"Poca","Alta","Alta","Moderado","No","No"
1067,"No","Alta","Alta","Mucho","No","No"
1069,"Poca","Alta","Alta","Moderado","No","No"
1070,"No","Moderada","Alta","Poco","No","No"
1071,"No","Moderada","Alta","Poco","No","No"
1072,"No","Alta","Alta","Moderado","No","Si"
1073,"No","Alta","Alta","Moderado","No","No"
969,"No","Alta","Alta","Moderado","No","No"
970,"Poca","Muy Alta","Templada","Moderado","No","No"
1000,"No","Moderada","Muy Cálida","Poco","No","Si"
1001,"No","Moderada","Alta","Moderado","No","Si"
1002,"Poca","Muy Alta","Alta","Poco","No","No"
1003,"No","Muy Alta","Alta","Moderado","No","No"
1005,"No","Alta","Alta","Moderado","No","No"
1006,"No","Alta","Alta","Moderado","No","No"
1007,"No","Alta","Alta","Poco","No","Si"
1008,"Poca","Alta","Alta","Moderado","No","No"
1009,"No","Moderada","Muy Cálida","Mucho","No","No"
1010,"No","Moderada","Alta","Moderado","No","No"
1011,"No","Moderada","Alta","Mucho","No","Si"
1012,"No","Alta","Alta","Mucho","No","Si"
1014,"No","Alta","Alta","Moderado","No","Si"
1015,"Poca","Alta","Alta","Poco","No","Si"
1016,"No","Moderada","Alta","Moderado","No","Si"
1017,"No","Moderada","Alta","Moderado","No","Si"
1018,"No","Baja","Muy Cálida","Poco","No","Si"
1019,"Poca","Alta","Alta","Poco","No","Si"
1020,"Mucha","Alta","Alta","Poco","No","No"
1021,"No","Alta","Alta","Poco","No","Si"
1022,"No","Alta","Alta","Moderado","No","Si"
1023,"Poca","Alta","Alta","Poco","No","No"
1024,"No","Alta","Alta","Mucho","No","Si"
1025,"Poca","Muy Alta","Alta","Moderado","No","No"
1026,"No","Alta","Alta","Mucho","No","Si"
1027,"Poca","Alta","Alta","Poco","No","Si"
1028,"No","Moderada","Alta","Moderado","No","No"
1029,"No","Alta","Alta","Mucho","No","Si"
1031,"No","Moderada","Alta","Poco","No","Si"
1032,"No","Moderada","Alta","Poco","No","No"
1033,"Poca","Muy Alta","Alta","Moderado","No","No"
1034,"No","Moderada","Alta","Moderado","No","Si"
1035,"No","Alta","Alta","Moderado","No","No"
1036,"Poca","Alta","Alta","Moderado","No","Si"
1037,"No","Alta","Alta","Moderado","No","Si"
1038,"No","Alta","Alta","Poco","No","Si"
1040,"No","Alta","Alta","Poco","No","Si"
1041,"No","Alta","Templada","Moderado","No","Si"
1042,"Poca","Alta","Alta","Mucho","No","Si"
1044,"Poca","Muy Alta","Templada","Poco","No","No"
1045,"No","Moderada","Alta","Moderado","No","Si"
1046,"No","Alta","Alta","Mucho","No","No"
1047,"No","Moderada","Alta","Moderado","No","Si"
1051,"No","Alta","Alta","Moderado","No","No"
1052,"No","Alta","Alta","Mucho","No","No"
1053,"Poca","Alta","Templada","Moderado","No","Si"
1054,"No","Moderada","Alta","Poco","No","Si"
1055,"Poca","Alta","Alta","Moderado","No","Si"
1056,"No","Alta","Alta","Moderado","No","Si"
1057,"No","Alta","Alta","Mucho","No","Si"
1059,"Poca","Moderada","Alta","Mucho","No","Si"
1060,"No","Alta","Alta","Poco","No","Si"
1061,"No","Moderada","Alta","Poco","No","No"
1062,"No","Moderada","Alta","Moderado","No","Si"
1064,"No","Alta","Alta","Moderado","No","Si"
1066,"Poca","Alta","Alta","Moderado","No","No"
1067,"No","Alta","Alta","Mucho","No","Si"
1069,"Poca","Alta","Alta","Moderado","No","No"
1070,"No","Moderada","Alta","Poco","No","Si"
1071,"No","Moderada","Alta","Poco","No","Si"
1072,"No","Alta","Alta","Moderado","No","Si"
1073,"No","Alta","Alta","Moderado","No","Si"
1074,"No","Moderada","Alta","Mucho","No","No"
1075,"No","Alta","Alta","Moderado","No","Si"
1076,"No","Moderada","Alta","Mucho","No","Si"
1077,"Poca","Muy Alta","Templada","Poco","No","No"
1078,"No","Moderada","Muy Cálida","Moderado","No","No"
1079,"No","Baja","Muy Cálida","Mucho","No","No"
1080,"No","Alta","Alta","Moderado","No","No"
1081,"No","Moderada","Alta","Mucho","No","Si"
1082,"No","Moderada","Alta","Mucho","No","No"
1083,"Poca","Alta","Alta","Poco","No","No"
1084,"No","Moderada","Alta","Moderado","No","No"
1085,"No","Moderada","Muy Cálida","Moderado","No","No"
1086,"No","Alta","Alta","Mucho","No","No"
1087,"No","Alta","Alta","Moderado","No","Si"
1088,"Poca","Alta","Alta","Poco","No","No"
1089,"No","Moderada","Alta","Poco","No","Si"
1091,"Poca","Muy Alta","Alta","Poco","No","Si"
1092,"Poca","Muy Alta","Alta","Poco","No","No"
1093,"No","Moderada","Alta","Mucho","No","No"
1094,"No","Moderada","Alta","Poco","No","No"
1095,"No","Alta","Alta","Poco","No","No"
1096,"No","Alta","Alta","Mucho","No","No"
1098,"No","Baja","Muy Cálida","Moderado","No","Si"
1099,"No","Alta","Alta","Mucho","No","Si"
1100,"No","Alta","Alta","Moderado","No","No"
1101,"No","Moderada","Alta","Moderado","No","No"
1102,"Poca","Alta","Alta","Mucho","No","Si"
1104,"Poca","Alta","Alta","Poco","No","Si"
1105,"No","Alta","Alta","Poco","No","Si"
1106,"No","Alta","Alta","Moderado","No","No"
1107,"No","Moderada","Alta","Poco","No","Si"
